time,x1,x2,x3,x4
0,10.496714153011233,5.0,7.0,12.0
1,10.277559080464334,5.291632000656533,7.4067366430758,12.418147074487967
2,11.461161824252294,5.249462373695657,7.80040310361301,12.520068025713304
3,12.698600360992971,5.204449804048294,8.235971260347675,12.564576952032724
4,11.252136276231452,5.713205880591465,8.176662687876945,12.680127646657319
5,11.497913850619696,5.114689730670817,7.904658323205432,12.696483981300293
6,13.481325848097699,5.181046374538776,7.831015102876795,12.840013102538022
7,12.756478519889455,5.76452445222833,7.1965478605816084,13.162428713930675
8,11.519569404801596,5.543831341777891,6.760064672447682,13.25808642902959
9,12.444673076176272,5.314009847013997,6.750448741047299,13.321292091416261
10,11.268633114756415,5.579673001434686,6.283790581450493,13.666356526807725
11,11.020559897384532,5.438020374734245,6.028839284372058,13.744312119298746
12,11.417532776150981,5.455257262984009,6.043223763409601,13.797917476321336
13,8.900193041493802,5.698693876783169,6.3214068059265855,14.23300495496786
14,8.690905549122487,5.035259560398501,6.526177675183845,14.05141758177998
15,9.43771247075903,5.1748475171892565,7.236742413332427,14.23900687760376
16,8.571345498030059,5.706852863810283,6.938973597505943,14.325810017373698
17,9.500774046443674,5.59624238266211,7.571649716107473,14.387683191201761
18,7.9164054198938425,5.8965186752987275,7.914959312927588,14.661651322543623
19,7.10140664770992,5.68752600788656,7.777125524604095,14.931755240945515
20,9.733597961352677,5.651447601936591,7.815548025558243,14.96587486091518
21,7.872110666923157,6.322754102564328,7.398266126204977,15.143800621925813
22,8.078484413951378,6.086603129092032,7.041196846619907,15.18301844865857
23,6.586208023049997,6.103996085511793,7.008024319524389,15.546111077300917
24,7.55350424288451,5.829635410995279,6.346806624768889,15.703834639808075
25,8.378871782140989,6.010359266988194,6.103936788296539,15.734478812708025
26,7.362716771622909,6.152788566846508,5.99748638709008,15.810355228690037
27,9.200127513760725,5.841947682984992,6.077913360907834,16.038637585038312
28,8.585888023929595,6.51751790016984,6.212160681597914,16.136388824918203
29,9.292482868571206,6.295780643196506,6.292232314532017,16.445587515301174
30,9.398293387770602,6.322060212551576,7.082513872773728,16.687173693882826
31,12.268101566144455,6.433347262208918,7.375556826266744,16.819655777586068
32,10.799976061413664,6.989531449125785,7.534101696488499,16.73663037620322
33,10.117859575629046,6.639342852713889,7.85532721987817,16.71635844723829
34,12.308834563057976,6.261585101336984,8.061382357455985,17.14242134274538
35,10.511207157597855,6.93157986285074,7.8995534276733,17.061532563575
36,12.110976627595063,6.438486772140335,7.389455907064938,17.34493017109442
37,10.029373666856772,6.826617741973031,7.268540962298267,17.49584662622523
38,10.660857741838116,6.273643408413085,6.732579048795446,17.679057467172765
39,12.09897426845943,6.652173466251915,6.275608826591112,17.70352205217232
40,12.47051738756429,7.001369183808422,5.611723153242432,17.969098713609405
41,11.65765793214476,7.355109185205138,5.849227366238874,18.120363598898198
42,11.059922222196706,7.038439798891229,6.154474824251115,18.158611884252217
43,10.512369590562313,7.168285933075056,6.608313454791474,18.10530364791031
