time,x1,x2,x3,x4,x5,x6,x7,x8
0,10.026374772849563,5.0,6.9496905225943575,12.0,10.0,8.0,9.019235965103617,11.0
1,10.26032170142265,5.155000726202008,7.173578539948343,12.309016994374947,10.830404471849986,8.2,9.173749215259294,12.898658984097585
2,9.604854458482206,5.296410661871473,7.10646827510649,12.529335874635416,11.651353394686472,8.408599950616745,8.991749608845943,14.495447508834225
3,9.795699094961739,4.905582652893822,6.747708262466272,12.972530714818719,12.410238799185928,8.698865784060182,9.20251352911984,15.018353185229092
4,8.728367345280597,5.037354150498775,6.920809631906312,12.901326926666329,12.900669056494964,8.564189017524946,8.615024957106558,14.761041630621033
5,7.403121369742986,4.247720992758025,6.288263109073765,12.84820175830622,13.20614022349356,9.110078708571093,9.198243905529567,12.718479276667582
6,10.289680911850546,3.4577972306105544,5.470015035718905,12.859110053050387,13.583146110126194,9.221716387789321,8.998908827395864,10.986424735930449
7,9.126695356187772,5.568118592678855,7.199754618426784,12.435002615228864,13.301820461421267,9.38321716294595,8.979736106936132,8.969007433720922
8,10.394072656561283,4.844765730110573,6.409197484303133,11.802188367906153,12.783895478831939,9.768431932942969,8.941556456712862,7.402814537768949
9,10.93510554388491,5.902751999597198,7.335137593143707,12.308959681033711,13.10248138820046,9.462975069166403,8.771223567461536,6.945199560342055
10,9.984315292444013,6.201647075589425,7.394033022589995,11.61029386820548,12.450226817400198,9.599579888431318,8.647946410298552,7.2340606879174105
11,10.25959596625333,5.552869021416011,6.96043577727194,11.87053781659274,12.153195771269331,10.1146862624994,8.821779315923289,8.843474169219645
12,8.526685758909759,5.756510410241296,7.084795449332778,11.657085488990651,12.045367615769095,10.202016555079776,8.826872517895055,10.919144256900289
13,10.801926596076253,4.519374266848924,6.055791145420006,11.20728424713966,11.00845788904827,10.68080044121869,9.096830878185319,12.994908867910597
14,8.24924761332848,6.082223463955019,7.5540716753195944,10.967009108628687,10.391345843767246,10.885722285236149,8.934627916143251,14.628926552108775
15,9.504948068575613,4.656739257692841,6.102878894525114,10.410257179119437,9.249056562402608,11.053147027008817,9.084337547867843,14.962234387394338
16,8.991399190676885,5.504125271091615,6.613324225834216,11.402188446639391,9.525811105488293,11.24254741927422,9.082925913150985,14.64680763060506
17,10.025244185874403,5.179543376100894,6.4922004343691615,10.79901215173618,8.809762713886,11.190062505830934,8.958448894473316,13.065660525192373
18,9.878493145318686,5.827764721416079,6.939648207038723,11.145864427774795,8.567509510556025,11.939957437330666,9.161414805811642,11.023148540267036
19,8.453126818079985,5.947206559928324,7.020435583658424,11.345483982707288,8.617998335375265,11.81067444258041,8.792986510240777,9.094243799592919
20,9.393056026460355,4.863601641081205,5.988273347993578,11.85446260179866,9.078727114509956,12.022798220528385,8.996771875603631,7.589035745420481
21,8.606187327644047,5.653328785053657,6.854007606005473,12.403590447967069,9.398112016670787,11.95161100350358,8.75524927996201,7.044612956372307
22,9.372304505438548,4.971019162815895,6.1873415088344395,12.166724979892983,9.70685016500184,12.314082905984357,8.841569086006743,7.325322135982602
23,10.332632154355982,5.91761915575303,6.827892397521001,12.654948406611325,10.594093015465475,12.47536658363076,9.0579660244601,8.902109566941883
24,8.458633158153422,6.336698360748902,7.008880828592334,12.586474315386123,11.467275572858638,12.696041251285525,8.794116696420565,10.730431142525035
25,11.670299820371596,5.117332535608948,6.032932362286046,12.941331944711008,12.238614986938696,12.879966559475543,8.899024869047507,12.915578823446404
26,9.500454134688683,7.58931033796108,8.107805216883996,12.964736629084827,13.419650118350496,13.114201186491371,9.01504876482686,14.32373690998501
27,10.673128964566061,6.004030118675294,6.7973335957001195,12.389892192158177,13.937650879092162,13.270555840839991,8.729967199014599,14.954341557428418
28,12.248089573181876,6.7609160760511635,7.182394273398836,13.243107523450432,15.242808275070855,13.55143874561173,9.100799958601813,14.229584414159678
29,8.345737248950758,8.00287831578455,8.227979829383763,12.315772582690233,15.623686572188575,13.544465312893749,8.925640588088285,13.061817221479053
30,9.525602983826726,5.386630187177399,5.996917623412632,11.943441387488392,15.727973738945357,14.250683726135454,9.16637114061373,10.929547046644284
31,9.698084759099343,6.351728782914391,6.822035363509695,12.277650866985153,16.54841856684864,14.256616912220364,9.016201107826333,9.280873859632722
32,9.068973622912495,6.384069177130016,7.079384413259217,10.789052521972945,15.760849985847004,14.344166295011311,9.018538323185519,7.591641083993457
33,11.110986059693374,5.802122196941873,6.358810353915655,11.192764250456584,15.859400834160445,14.820320846703364,9.143709566703166,6.972674888675879
