time,x1,x2,x3,x4,x5,x6,x7,x8
0,10.026374772849563,5.0,6.863338422368095,12.0,10.0,8.0,9.076767108200437,11.0
1,10.26032170142265,5.0131270359655105,7.018131889269254,12.309016994374947,11.008330018150088,8.2,8.86512163093136,13.067009322836894
2,9.604854458482206,5.014473539415619,6.947226095394795,12.54091356292084,11.560059301660067,8.4070692729495,8.98873335853627,14.335926618968205
3,9.795699094961739,4.982713547069153,6.9416445683725305,12.904621324216889,12.54971858736024,8.74650621986472,9.068073859191601,14.959405326934421
4,8.728367345280597,4.870043993909373,6.8148990272791,12.938855034868169,12.785425936990883,8.752896232905373,8.921440522543294,14.382498888725534
5,7.403121369742986,4.301003342550283,6.308923123616233,13.003006816142541,13.318765185360835,8.9590627863893,8.918987612386333,12.865780502405295
6,10.289680911850546,3.440750381574965,5.584786087369804,12.838870813960261,13.509500726436903,9.008503231410378,8.94595538254452,10.92039320111275
7,9.126695356187772,5.646313329693847,7.2894863802754735,12.35134240724467,13.245380907270064,9.23220535119447,8.823493759005162,9.046981376565835
8,10.394072656561283,4.800272965178189,6.729488833052649,11.85579056776784,12.698295342198714,9.47899217907512,8.852486274457556,7.49574501700622
9,10.93510554388491,5.782294031439211,7.1859479414162095,12.469102138896158,13.205733724327894,9.514548164567518,8.836837434932932,7.009601546901762
10,9.984315292444013,6.141515227423981,7.5202808635752545,11.920823397305456,12.693462529126302,9.362268017169194,8.61178732774424,7.585977168798544
11,10.25959596625333,5.4781665636775765,6.976028834268959,11.960858116337457,12.284470212333959,10.100451170301005,8.869115628956216,8.890900610360594
12,8.526685758909759,5.895883450489844,7.213638904018118,11.719428374365142,11.815144320638607,10.153122737788767,8.840101797625275,10.94641698087299
13,10.801926596076253,4.754605672441646,6.303625377945201,11.192845739464735,10.913138881719156,10.662553004175466,8.900299653346275,12.916704022635628
14,8.24924761332848,6.263987703722853,7.476319138491332,11.13055616957787,10.45281874539957,10.906164271561039,9.052559197136727,14.607242342812592
15,9.504948068575613,4.549348400452138,6.007512698136596,10.552506924584694,9.28142730028258,10.928328982745105,8.778962099177283,14.849297643781624
16,8.991399190676885,5.468392519711149,6.8407582486688545,11.107977899652154,9.312194859392825,11.119529769823803,8.897787887506983,14.261072131487065
17,10.025244185874403,5.063118294107873,6.317926341267074,10.827005283056256,8.813921634991045,10.941633804846724,8.615812474774783,12.772543916652223
18,9.878493145318686,5.988488401301948,7.099193516744434,11.383255495130639,8.792259127079376,11.70018373270306,9.03542953146816,10.631071891337202
19,8.453126818079985,6.0266608466043605,7.104026194564146,11.385510118885664,8.649844853632978,11.870724180324657,9.301336039399072,9.17451564112095
20,9.393056026460355,4.851766708340714,6.069454336391418,11.959690549676214,9.147001668050104,11.963528475625047,8.950133845089626,7.776785452386927
21,8.606187327644047,5.6098040628958215,6.614883397229358,12.443291449862263,9.536499136943851,11.987389002953071,8.690565761175728,7.0176234234255155
22,9.372304505438548,5.152435076021729,6.061486789519234,12.068925288913395,9.873973433506091,12.415408566028603,9.040122158009899,7.298852388454741
23,10.332632154355982,5.64186078022487,6.381384915974756,12.644648259521034,10.535839943519985,12.58093513637369,8.983137782186127,9.109464651003503
24,8.458633158153422,6.572771274537283,7.2674688174273,12.328487944519834,11.201317441275574,12.583816553727157,8.860532751011133,10.983019268428595
25,11.670299820371596,5.104994041869415,5.996240448527538,12.897698459933425,12.269183459218171,12.76424394911009,8.720574996961183,12.814531269905157
26,9.500454134688683,7.501010337939605,7.85999137851251,12.988646777708519,13.360643634194133,13.01745455649077,9.034435495330625,14.339848000221785
27,10.673128964566061,5.986717948933186,6.7035873566965964,12.25342654354027,13.698783482686682,13.232025623291937,8.964545396050676,15.125724600429857
28,12.248089573181876,6.875474584511278,7.471121463291118,13.13788140524969,15.029327572391791,13.663801828772778,9.061648444498159,14.45503748459753
29,8.345737248950758,8.010270805824504,8.226032042456666,12.164522897116463,15.46077297026315,13.374503802346476,8.580399991753069,13.16689177057035
30,9.525602983826726,5.482135793672348,6.0161321611368574,12.125286532500478,15.728442512242161,14.13058146259342,9.037002430743954,10.589467342175428
31,9.698084759099343,6.277755653559015,6.71385036316254,12.283214641410623,16.45377063251038,14.340379293356724,9.181641416532674,9.030995512708687
32,9.068973622912495,6.538104900522114,7.132240582812548,10.964894941187824,16.09563218195565,14.538186207443779,9.177749156342719,7.738465141034738
33,11.110986059693374,6.132335776781149,6.484977564364154,11.181714881442007,15.83989978950724,14.716342358295528,8.98091818127955,7.116781349860759
34,9.810317041553862,7.34599017451952,7.51350496183856,11.110473620871597,15.804214893708302,14.768489853948086,8.962044567217188,7.568156469287153
35,11.278409590993425,6.546088885268076,6.759593556743736,10.546329443085204,15.016161876881254,14.908001504780069,8.818614602255764,9.04862423337503
36,9.445922881043597,7.718620512888697,7.729922865196303,11.2638903884005,14.826844681591181,15.154937246107318,8.946855271758672,10.916680041624657
37,10.354302739992637,6.581193505077749,6.989999614805166,11.150790410992641,14.112692220327043,15.177420127297639,9.085194167028432,12.82707154487534
38,9.559723827666044,7.143442092628606,7.260801039879934,11.757766598533863,13.7448262578317,15.658341743929197,9.080868904309053,14.517370836819582
39,9.575551172711949,6.772860242767494,6.813709250125118,11.822301882211244,13.02712325253042,15.766238946579417,8.88221581262407,15.029501956677974
40,10.228081624851448,6.61621267660146,6.688837512495547,12.090577502053666,12.182890815542663,16.29414830663451,9.40997731611329,14.288033668172478
41,10.579044166957353,7.147961864951295,7.217116482441894,12.212374955834706,11.659563460966348,16.50312502481223,9.176155501947335,13.335545058928716
42,9.14581164679935,7.491484595355587,7.270736111192398,12.266449080589265,11.052873359291214,16.496507571792893,8.948576638750577,11.284336408808592
43,9.15865966644753,6.575668575637414,6.568098946207068,13.078785017482357,11.357828848891916,16.658473184618284,9.020613998924157,8.798633164411452
44,9.344295887802703,6.662427959141419,6.672071117405664,13.113659354626066,11.665163928379492,16.506487165804195,8.556677820691792,7.480358374463494
45,9.85311729845008,6.726999906033329,6.625057361213053,12.86210215208186,11.564842593665162,16.947271736708455,9.141709400390281,6.668129105233257
46,8.588024499049153,7.36016509175266,7.0019299665017956,12.916686196282804,11.945684263753316,17.279276899497308,9.182836385390319,7.583670647526193
47,9.7294431754448,6.366583683308539,6.25400415039926,12.97651235832698,12.9162010414851,17.385921127730466,8.91578125968669,9.162010922290182
48,11.129303304496748,7.18301902643337,6.822544256916506,12.49898057462789,13.321175921261549,17.712922231963947,9.114215201839253,10.93046524996821
49,8.659741928423816,8.223910685508574,7.643548518100836,12.019226886955565,13.7293323652347,17.90401410464839,8.878241928346117,13.16135842567253
