time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,10.026374772849563,5.0,6.863338422368095,12.0,10.0,8.0,9.076767108200437,11.0,10.0,8.0
1,10.26032170142265,5.0131270359655105,7.018131889269254,12.309016994374947,11.008330018150088,8.2,8.86512163093136,13.067009322836894,10.0,8.269064351503363
2,9.604854458482206,5.014473539415619,6.947226095394795,12.834636234477564,11.765665171749772,8.4070692729495,8.98873335853627,14.335926618968205,10.072964996029041,8.146324081126581
3,9.795699094961739,4.982713547069153,6.9416445683725305,12.827224590766308,12.583657675411853,8.74650621986472,9.068073859191601,14.959405326934421,9.990109170827171,8.411987779179585
4,8.728367345280597,4.870043993909373,6.8148990272791,12.974307931805399,12.78702394481177,8.876259754959197,9.013963164083663,14.382498888725534,10.050071413734228,8.440608005398127
5,7.403121369742986,4.301003342550283,6.308923123616233,13.005797579653674,13.331354588899796,8.979426239220267,8.934260202009558,12.93979861563759,9.979682874676836,8.654758773353798
6,10.289680911850546,3.440750381574965,5.584786087369804,12.902243584506977,13.554698894872942,9.00946203610291,8.946674486063918,10.93261127281133,9.974166710757741,8.784475856257012
7,9.126695356187772,5.646313329693847,7.2894863802754735,12.604330359076103,13.441484304716083,9.239758993317846,8.829158990597696,9.047556659381353,9.978187096131116,8.54324984433982
8,10.394072656561283,4.800272965178189,6.729488833052649,12.217859085891053,13.027639690434393,9.506111080136744,8.872825450253774,7.5002772022802455,10.144894627314123,8.86675051733253
9,10.93510554388491,5.782294031439211,7.1859479414162095,11.616751992443323,12.717709177247874,9.632210203035129,8.925083963783639,7.025872887538736,9.795506408615733,8.953642137434239
10,9.984315292444013,6.141515227423981,7.5202808635752545,12.200822170916869,12.63375662671844,9.559874626110602,8.759992284450297,7.6565743918791105,10.073787055207406,8.95402829563904
11,10.25959596625333,5.4781665636775765,6.976028834268959,11.732628562155677,12.208709156490137,9.807636442052994,8.649504582770208,9.00946457572544,9.864120746337855,9.041308505942373
12,8.526685758909759,5.895883450489844,7.213638904018118,11.55226191328562,11.629658931628407,10.117299196344051,8.813234141541738,10.770728143924183,10.149588966335322,9.092820074875796
13,10.801926596076253,4.754605672441646,6.303625377945201,11.464971754117883,11.053477153652503,10.617096370669174,8.866207178216555,12.895209897768797,9.91144703565589,9.33740210060327
14,8.24924761332848,6.263987703722853,7.476319138491332,11.01175113470329,10.451293025383308,10.794873038154918,8.969090772082136,14.579968362708817,9.881046454384295,9.328722287710569
15,9.504948068575613,4.549348400452138,6.007512698136596,11.007513687621152,9.564290523945727,11.012531945905113,8.84211432154729,14.782522903737952,9.882410593841982,9.408023470384803
16,8.991399190676885,5.468392519711149,6.8407582486688545,10.521631019379088,9.038254072112617,11.118614337814046,8.897101313499666,14.31159390938307,9.806496809228788,9.429511733750559
17,10.025244185874403,5.063118294107873,6.317926341267074,11.561408503233622,9.152099825033284,11.111351739044611,8.7431009254232,12.771994657446369,9.652641810537903,9.489593211591185
18,9.878493145318686,5.988488401301948,7.099193516744434,10.96663271986451,8.720944150446295,11.535819260334934,8.912156177192067,10.732902651855936,9.991883096596887,9.603571100718575
19,8.453126818079985,6.0266608466043605,7.104026194564146,11.646926072586554,8.707849188643763,12.07363109435,9.45351622491808,9.075896957700074,9.855044556692292,9.942984087946257
20,9.393056026460355,4.851766708340714,6.069454336391418,11.569056961937534,8.951982942743296,11.9207394896452,8.91804210560474,7.898529600802132,9.839132070326954,9.949110086894011
21,8.606187327644047,5.6098040628958215,6.614883397229358,12.440875110952407,9.417617623385347,12.022191603959541,8.716667711930581,6.991950031837606,10.091347227199853,9.879147142453624
22,9.372304505438548,5.152435076021729,6.061486789519234,12.58621121799976,10.23534868219359,12.298397330844518,8.952363731621833,7.319733949058624,10.166660957734411,10.137169942729344
23,10.332632154355982,5.64186078022487,6.381384915974756,12.371933729102064,10.500125550952616,12.509606228238587,8.9296411010848,9.03925790989305,10.111322723890131,10.476205699915393
24,8.458633158153422,6.572771274537283,7.2674688174273,12.605186248374894,11.313191894848426,12.800641702939657,9.023151612920508,10.940221923547535,9.89334712755354,10.52338333318265
25,11.670299820371596,5.104994041869415,5.996240448527538,12.737749396705665,12.240228606115256,12.74281531356967,8.704503520305867,12.944626359432656,10.028177674606416,10.362995843682285
26,9.500454134688683,7.501010337939605,7.85999137851251,12.545604826982247,13.002529549717414,13.084579228634482,9.08477899943841,14.326990818897531,10.028199857460024,10.525307364661506
27,10.673128964566061,5.986717948933186,6.7035873566965964,12.889040727990151,14.010800826583717,13.214652711430189,8.951515712154364,15.165999403716084,10.201544089019652,10.601558412755312
28,12.248089573181876,6.875474584511278,7.471121463291118,12.206005940257205,14.567699002232015,13.448933378086746,8.900497106483636,14.444613737480479,9.88644414942222,11.005282115174703
29,8.345737248950758,8.010270805824504,8.226032042456666,12.74272490802442,15.585951738400974,13.561714208684696,8.720807796506735,13.03797070015873,10.210009661505355,10.916669543257056
30,9.525602983826726,5.482135793672348,6.0161321611368574,11.74151947920322,15.633266178206465,13.853604320497556,8.829269574172056,10.701793585978361,9.967226207659,11.044933406136856
31,9.698084759099343,6.277755653559015,6.71385036316254,11.905759351827848,16.07442181381326,14.415486554239418,9.237971862194696,8.864809227451167,9.866665224527212,11.122082769269149
32,9.068973622912495,6.538104900522114,7.132240582812548,12.069844881847729,16.755860553542753,14.481080407022361,9.134919806026655,7.783529497564355,9.8445811407595,11.147384880666834
33,11.110986059693374,6.132335776781149,6.484977564364154,10.832855780429165,15.927183400996224,14.488733067077256,8.810211212865847,7.0825178696079085,9.782103205971966,11.215988382949208
34,9.810317041553862,7.34599017451952,7.51350496183856,10.901278511046593,15.553120586526946,15.164626876900346,9.259147334431383,7.43159089455619,10.14513489246875,11.333670940223385
35,11.278409590993425,6.546088885268076,6.759593556743736,10.8699609523094,15.179945400390691,14.960371671673458,8.857892227425806,9.286306447146387,9.976899780768905,11.68850059819721
36,9.445922881043597,7.718620512888697,7.729922865196303,10.749626689663295,14.563949545242398,15.004280661798505,8.833862833527062,10.94810214176069,10.135202135379966,11.694228658926567
37,10.354302739992637,6.581193505077749,6.989999614805166,11.527746113540053,14.22228210248907,15.2756902414033,9.158896752607678,12.736677594290052,10.028714286862005,11.633365532016953
38,9.559723827666044,7.143442092628606,7.260801039879934,11.27260194430758,13.518297710637526,15.500604662119928,8.962566092952102,14.57633290528298,10.00574687811241,11.789906518785422
39,9.575551172711949,6.772860242767494,6.813709250125118,12.192263507406812,13.14054699389943,15.831992875876633,8.931531259596982,14.934859707592413,9.974162724079525,11.781827089426548
40,10.228081624851448,6.61621267660146,6.688837512495547,11.955176789516281,12.199098804325166,16.158231178318008,9.308039469875911,14.327486025750808,10.26428293750027,12.075261197524396
41,10.579044166957353,7.147961864951295,7.217116482441894,12.435920850712114,11.775425373619317,16.57117926963364,9.22719618556339,13.253994781938813,9.947991177187088,12.185362287637675
42,9.14581164679935,7.491484595355587,7.270736111192398,12.32888494940405,11.163642235924785,16.506232365062395,8.955870233702703,11.325168955701438,9.814160390636875,12.353544793303303
43,9.15865966644753,6.575668575637414,6.568098946207068,12.814645532509184,11.19166197005513,16.727990332210066,9.072751859617995,8.804468040373152,10.15268017029212,12.274078275127291
44,9.344295887802703,6.662427959141419,6.672071117405664,13.086849540250814,11.567155212824865,16.57294849178434,8.606523815176901,7.522068663018563,10.227678633722993,12.50796786247577
45,9.85311729845008,6.726999906033329,6.625057361213053,13.213420734574525,11.802722657097451,16.847571609406383,9.066934304913728,6.708005900821343,9.983975798404838,12.642043181137044
46,8.588024499049153,7.36016509175266,7.0019299665017956,12.864700110683506,12.014689578581608,17.220471670164528,9.138732463390735,7.52385057114495,9.959283886419986,12.498668337626476
47,9.7294431754448,6.366583683308539,6.25400415039926,13.000019236423286,12.917060030472724,17.52864916578984,9.022827288231221,9.126727784690516,9.734833736786587,12.70083106750384
48,11.129303304496748,7.18301902643337,6.822544256916506,12.310544271983519,13.19632257283938,17.754325420860923,9.145267593511983,11.016102072803834,9.923531150133812,12.720635754881627
49,8.659741928423816,8.223910685508574,7.643548518100836,12.393189795006833,13.934575510077275,17.904529498040965,8.878628473390547,13.186200339010714,10.010199664328653,12.959518572984043
50,9.750703971741721,6.696541247245036,6.424472538710671,11.65073428361603,14.712869544669726,18.01888144118007,9.142446775338135,14.236904847461437,9.79194981646082,12.964439945185969
51,11.763492212545458,7.4024684454427305,6.876782275295622,11.722017301216923,15.727458431715691,17.95347914574733,8.757884979042277,14.99702377420999,10.210072008872427,13.352406267523802
52,9.408040573160822,8.842844084732526,7.931935517412587,11.715553225582262,17.009198780721814,18.158227476387818,8.905872496333195,14.102491042597121,9.853788783471153,13.506287646892398
53,9.092188318782629,7.11443475255838,6.650454087918699,10.971453450814609,17.125199637376785,18.80593313275323,9.115942296456282,13.043636576005087,9.8741803985008,13.241004899927983
54,10.271799617386904,6.850657206901911,6.36543030398442,11.1132095425106,17.89220701847875,19.076773273835336,9.165142180007342,11.228549834977423,9.74707345233289,13.100797006855176
55,9.995438329429447,7.884461170330126,7.162848106775464,11.50537364411029,18.717004527975657,18.96692149116445,8.954736702678218,9.050146241875773,10.06372756913133,13.324842754750907
56,10.854106936278775,7.746398000047065,6.956369671391868,10.865756457771196,18.524740193325126,19.148839577062375,8.930916089362457,7.659418366287856,10.114285960647123,13.65371466155202
57,8.409995116072771,8.392907934877709,7.584107394967163,10.918952851977073,18.393336185519637,19.5204165265974,9.172223511017505,6.754706122079775,10.094265878636925,13.928625295739707
58,10.056048986911076,6.740447802498661,6.182772140332165,11.436459057169696,18.43254319812343,19.63237866111596,8.954108444935306,7.495120859161354,9.91677169072734,13.800250673872291
59,10.105862566516008,7.856750961972475,6.9017141866015965,11.737956976350615,18.271579641199096,19.5258670571588,8.835714307913504,9.045034738375085,9.891692575870406,13.66015571184056
60,9.909162422353585,8.11014625651077,7.055325044838167,12.398526204858998,17.90818151901872,20.020767819036344,9.04186922628251,10.629409059718924,10.084447824246423,13.900770220300977
61,9.28612394397374,7.843449384988922,6.924897828423103,11.810713489839339,17.057630802526045,20.121531295036366,8.954912828754221,13.04173838810804,9.973317328997185,14.278547977514702
62,10.203715393901838,7.6292243583181385,6.58776988519066,12.567455469909772,16.216243034965455,20.54852732132824,9.018494537176124,14.520669721930068,9.769048881862599,14.172979760233694
