time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,10.026374772849563,5.0,7.143215745496304,12.0,10.0,8.0,8.941413923762592,11.0,10.0,8.0
1,10.26032170142265,5.116092601491538,6.885175979724376,12.309016994374947,10.861037735458416,8.2,8.985196282371229,13.090504146768216,10.0,8.33179359378102
2,9.604854458482206,5.297872454858155,7.125449273490214,12.254804008280821,11.42046193980931,8.414526995810414,8.964748321512362,14.436698024780831,9.876143580602397,8.027262184109803
3,9.795699094961739,4.948871851654753,6.832145969267553,12.970202826109835,12.545166017705451,8.3804181639148,8.819648433291523,15.003667651246337,9.913974737145036,8.304022228429313
4,8.728367345280597,5.135853198624818,6.901229635675515,12.842984251766651,12.677417019781618,8.655485811061807,8.938621295037622,14.188398019454528,10.013009660235882,8.367620807390638
5,7.403121369742986,4.427977591272425,6.17589491312492,13.005966776896322,13.416522259852742,9.213332015071474,9.119671701689942,12.900575091452236,10.18012116266736,8.681555011400823
6,10.289680911850546,3.5543707409299223,5.7052293929370075,12.918055812436222,13.423954028220946,9.058189947799207,8.84708433744537,11.122373384883522,10.02062926578614,8.693372343483802
7,9.126695356187772,5.605212354815778,7.141674734631323,12.849718127080047,13.754703296748849,9.394393907284478,8.96994375114575,8.765474164077496,9.961596233557406,8.840741750546384
8,10.394072656561283,4.997957210241539,6.593302725782836,12.119509960085395,13.105613540457803,9.44378541835487,8.981806985387005,7.5323949240138335,10.17481170582257,8.568840934097294
9,10.93510554388491,5.645963575857739,7.099903408757834,11.686891435127151,12.63125163161399,9.69993180517825,8.869301567494576,6.941028277154153,9.969129905998601,9.120571897594791
10,9.984315292444013,6.161642562355507,7.424984630611414,11.924222267530338,12.4584793213319,9.722062495454072,8.723083325838683,7.366753819457964,9.967733545301114,8.964099480153035
11,10.25959596625333,5.572516288037706,7.117517733620747,11.460570361982422,11.76891492320655,9.699819300342337,8.751525319784607,8.603465273586107,9.99241456987853,9.072963361907338
12,8.526685758909759,5.758649320003574,6.960463860191665,11.2948818142049,11.186123212817211,10.12313941491173,8.75203710796511,10.807129748712457,9.983388120093592,9.010681248932752
13,10.801926596076253,4.6386208712287145,6.307555116164642,11.361615881069891,11.076380381541915,10.284584106658379,8.703483665070056,12.69407872212985,9.815207743931502,9.314025137642892
14,8.24924761332848,6.286477592766428,7.5346589476162125,11.067289471654961,10.328705624113606,10.61042355122496,9.10190961630641,14.222472431913813,9.775791467730125,9.237386140333966
15,9.504948068575613,4.492507307104821,6.062591518523759,10.9405236620367,9.673195347332294,11.042707467619445,9.031616099010606,15.161230437533694,9.825353626836792,9.251239499686813
16,8.991399190676885,5.5595078809028635,6.774050140130721,10.951013945942748,9.255465442199988,11.268325274362036,9.199427147691736,14.583796619478832,9.84280530457223,9.470572277687296
17,10.025244185874403,5.0914111394545944,6.513158609747707,11.435799967803998,9.11285720456304,11.39918271030927,8.949199639151221,13.13018784262943,9.995053117832596,9.64191373001464
18,9.878493145318686,5.946073725814958,6.924442610357876,10.793534515930329,8.608854882194908,11.626643801160755,9.186985056896217,11.001600494600915,10.125646793580088,9.667368072915698
19,8.453126818079985,5.907642719003739,7.016648564214308,11.606573809178858,8.66265865312504,11.941192103671312,9.09854405787939,9.123999574748233,9.953770720342305,10.019865353759284
20,9.393056026460355,4.905229742374837,6.076000863136465,11.754015734779715,8.95786742618637,11.876317478042651,8.925645851393654,7.755057920934878,9.83471892441058,10.023277780900704
21,8.606187327644047,5.59217936543495,6.666239215816998,12.29390863526965,9.540733988240417,12.003868338568596,8.88673418660878,6.813623167680873,10.008104016444877,10.116733369746465
22,9.372304505438548,4.943869858052684,6.102660995239517,12.49350156952824,10.305058505850708,12.244736437103136,9.020974876839036,7.398581464236026,10.13501879764247,10.111309137680568
23,10.332632154355982,5.498509445601844,6.49775880821166,12.518362003905727,10.57799492707946,12.77269382919232,8.938075967016987,8.776873739122145,9.956802051870724,10.165991956890952
24,8.458633158153422,6.402094305846662,7.092834142219133,12.874702302785376,11.640295851555138,12.88636348372625,8.8916342501846,10.929981892170375,9.979093932514598,10.353754441329777
25,11.670299820371596,5.083288425739401,6.023926823377596,12.565127570538335,12.14965318181154,12.800353318470911,8.823785119778186,12.927274406988222,9.911897921848237,10.428997386843085
26,9.500454134688683,7.368392982420944,7.818620601887635,12.599458060394197,12.81716888797324,13.119240029756545,9.05420337363602,14.256005044742361,10.069554614073072,10.453145659627417
27,10.673128964566061,5.994530891832125,6.546545333249613,12.794500399283402,14.0233042167411,13.14007968025213,8.694117046102797,14.895025232363539,9.901686630300537,10.893173855180875
28,12.248089573181876,6.961932070878338,7.357087999128195,12.176105610496403,14.410809182247739,13.499863087219127,9.006502109904202,14.164185525257857,9.83621626593128,10.613097736136742
29,8.345737248950758,8.001478099024375,8.325407282817206,12.79243679607865,15.669193081277513,13.804965633429843,9.085397409574238,12.86656073834261,10.039818177389726,10.79077970899962
30,9.525602983826726,5.172439600464509,5.904053941364834,11.666934079182713,15.700690190789418,13.758400081747403,8.8749788694498,11.12387894358539,9.795787314636577,11.103288781392166
31,9.698084759099343,6.149567928994036,6.732038849814352,11.855204181945274,16.296471112996777,14.365321352767332,9.113368217089942,8.903414469573109,10.097484625054621,10.804522707166551
32,9.068973622912495,6.570415993764396,7.028249263705684,11.962531862786843,16.466911148926464,14.140570854704576,8.71779668335187,7.669101919134177,9.853330918943511,11.395711674425788
33,11.110986059693374,5.897390478977981,6.506021740507016,10.623662313485653,15.814147614656335,14.674420959111519,9.116454181698877,6.947200480256948,9.831193556862953,11.329290154784083
34,9.810317041553862,7.474403064008306,7.619865715674767,11.167091980167227,15.729871395143707,14.938276998006588,8.977909181772056,7.66289526884484,10.05191176368589,11.277074480129912
35,11.278409590993425,6.53994437761698,6.922952943429482,11.051237228215,15.542833657994288,14.97914126360123,9.014977420801612,8.935893795076606,10.017529718802765,11.504885481872595
36,9.445922881043597,7.689913168580742,7.747838676590808,10.709490956647862,14.462689380969525,15.185488090769466,8.926222123642283,11.067663220748667,9.985880262396963,11.670931433208695
37,10.354302739992637,6.667190827473484,6.697199319985446,11.690281949599841,14.206141388688515,15.528816051524894,9.081007851176476,12.945643625486547,10.016363088010815,11.66999708911382
38,9.559723827666044,7.214059283771895,7.162826792673294,11.32250295276043,13.536674505359281,15.50087675646592,8.892333252067859,14.706883657038674,9.918794150166201,11.635575081482244
39,9.575551172711949,6.597227735277355,6.539064636665474,11.941098303826362,13.008887668075033,15.889576790846215,8.99307848123781,14.948752186813492,9.913362001203915,11.759387589523135
40,10.228081624851448,6.6987531921127434,6.671256390103951,11.82535877045317,12.271171750118459,16.04638750188582,9.008117309715276,14.32343953105176,10.36168702368717,11.984325986402174
41,10.579044166957353,7.348404127876874,7.303215022201943,12.167242837050237,11.603024740023121,16.50028866530831,9.23171537331678,13.033670619548978,9.888703085179094,12.198898686640478
42,9.14581164679935,7.462879351778074,7.256063266016506,12.538573168484149,11.289368923114617,16.597958575496932,9.095239359655727,11.22768765793208,10.051168657449873,12.095827425821138
43,9.15865966644753,6.579632238456683,6.487802409408797,12.768023900194262,11.239234513737413,16.367028796274592,8.947923594235565,9.222509554336332,9.997065178634594,12.287977181982757
44,9.344295887802703,6.7131905166058,6.773459113793088,13.029004441284965,11.395021205937242,16.721222026855486,9.137072091458135,7.317345490169814,10.091197842717605,12.528705296937614
45,9.85311729845008,6.834464557848282,6.645923255024921,13.157555160874546,11.564402221282565,16.99253117235221,8.88219176064041,7.133535491844869,10.21646388075231,12.481817034687877
46,8.588024499049153,7.150980002014724,6.685680506833989,12.495189070859377,11.91214739931834,17.25356526303763,8.957976049995228,7.368572669771358,9.908536758174419,12.82810697640932
47,9.7294431754448,6.402354353086835,6.17398718841841,12.824032245724574,12.487496291837251,17.20998943121335,8.779193830225832,8.946211750363785,10.000523175487412,12.589986341624051
