time,x1,x2,x3,x4
0,10.496714153011233,5.0,7.0,12.0
1,10.277559080464334,5.276850353520033,7.4067366430758,12.471078118369897
2,11.461161824252294,5.003402138015791,7.727618920594919,12.21186126900636
3,12.698600360992971,5.262486673087977,7.896385972619434,12.328818285270897
4,11.252136276231452,5.656571511181313,7.8505246770997985,12.501698520086741
5,11.497913850619696,5.162735525330507,7.89215685429506,12.606572739504672
6,13.481325848097699,5.184436107982518,8.05049692473528,12.716904398341049
7,12.756478519889455,5.893402589397889,7.211208318469439,13.030039091873212
8,11.519569404801596,5.7257609396029245,6.589201817061763,13.188646592268926
9,12.444673076176272,5.3179983728487,6.786859930288024,13.572798140583012
10,11.268633114756415,5.810521021181316,6.174700761083479,13.574821882484484
11,11.020559897384532,5.29680578074291,6.034546233729653,13.596903540118753
12,11.417532776150981,5.440915128000951,6.188143631231847,14.014572461449612
13,8.900193041493802,5.65090644940953,6.095575024094435,13.963628686551932
14,8.690905549122487,4.939362264895355,6.63039209847899,13.993200486539635
15,9.43771247075903,5.2242565816618205,6.871827512787292,14.409325486823674
16,8.571345498030059,5.61913899038938,6.810642183501713,14.279763236287092
17,9.500774046443674,5.697495638223885,7.369338841839886,14.468887131471416
18,7.9164054198938425,6.05735536823406,7.946377795630713,14.629316960163905
19,7.10140664770992,5.575174094910716,7.751084670754921,14.518867463443993
20,9.733597961352677,5.761718146232831,7.677223064913818,14.802111917614933
21,7.872110666923157,6.611798000229001,7.317773823398003,15.17857614224287
22,8.078484413951378,6.0904768802009,7.120116658548551,15.23803080692413
23,6.586208023049997,6.1476100515213945,7.249193284293525,15.28345667394767
24,7.55350424288451,5.676631620463615,6.360184739619529,15.439894024626291
25,8.378871782140989,6.04946450503534,6.091397966416798,15.819113168061866
26,7.362716771622909,6.442151638883378,5.806847150335471,16.133864265179145
27,9.200127513760725,6.193160557366769,5.741648016756508,16.24137178600324
28,8.585888023929595,6.667033758330921,6.303294080334332,16.30480960117471
29,9.292482868571206,6.220923450845731,6.518202080336769,16.387073117160988
30,9.398293387770602,6.300530131733116,7.205142127127053,16.239036420518303
31,12.268101566144455,6.383576641022302,7.218310044264149,16.739742325898398
32,10.799976061413664,6.978839518796396,7.626907005687847,16.766459655713305
33,10.117859575629046,6.6782676039970985,7.602369765567236,16.97628786361126
34,12.308834563057976,6.367926462683363,8.156000765412726,17.04195665180082
35,10.511207157597855,6.950159823444133,7.928336837438144,17.296865158581348
36,12.110976627595063,6.274276598282014,7.290311726477023,17.31154576198088
37,10.029373666856772,6.9640190891583975,7.333906007043199,17.524975083123195
38,10.660857741838116,6.258828878869877,6.52134151823172,17.798669966483207
39,12.09897426845943,6.434552501759442,6.44637128111679,17.66922523479589
40,12.47051738756429,6.771832149432572,5.7663183006371455,18.068450543082523
41,11.65765793214476,7.2687884834935605,5.599936349158932,18.012735287733726
42,11.059922222196706,7.328635644023965,5.891381645394785,18.289030693944817
43,10.512369590562313,7.281431436738315,6.449149881577662,18.37934239315158
44,8.937301391268093,7.063959265664586,6.74614203943542,18.332350773692326
45,9.280155791605292,6.746222196853593,7.020205735086594,18.876141787577517
46,9.123537847404695,7.130924163089091,7.347533842903629,18.797332111644124
47,10.243648940067315,7.111969824793234,7.512339122653212,19.049331346911888
48,9.168047784983516,7.747315857847622,7.6446168862908594,19.245090109967048
49,6.750670193682478,7.6296935147090075,7.967611196739804,19.385652098774006
50,8.592033161825919,7.093781275779611,8.040789444624904,19.398343188788637
51,7.712804686993376,7.6372097831704435,7.738150354441901,19.5196519414739
52,7.334034208957494,7.464107940857408,7.083905148650047,19.82768376791085
53,8.622632498104322,7.359125141232557,6.70724680936146,19.997352343948634
54,9.128886489905643,7.8008148512482745,6.259735411979218,20.300411213532236
55,9.199229311547322,8.036651967558633,5.930594811367524,20.288340518826722
56,7.674492825822574,8.116120586416478,5.987591663268248,20.454112645548783
57,8.51521711956384,7.689593205656533,6.394428321823707,20.393474846282608
58,9.517790145251965,7.726918392176602,6.360850316989814,20.607578740545865
59,10.55972174548684,8.198647886317021,6.441464602369433,20.810950403393456
60,9.520825762154704,8.265551178032451,6.916589938466254,21.036852805746467
61,10.230164404971699,7.90411099921157,7.435710422258403,21.228351531496386
62,9.707138312145569,7.969581139086072,7.862907461121236,21.187082953030036
63,9.979363880504273,7.575675481770897,7.895268441947112,21.479918017432126
64,12.298815473348984,7.929542552411903,7.882984538381666,21.505168715732253
65,13.088290836139699,8.567442136427502,7.512092006956983,21.967912489856364
66,11.830102911009973,8.678739252859426,7.372577572494779,21.792409754198705
67,12.99257668862857,8.335096035248387,7.2469299417561865,22.025163486009372
68,12.350679815784181,8.752653791138018,7.051491182031819,22.13711584202801
69,11.256993277985183,8.402236221825635,6.578765676021284,22.205595201901474
70,12.093446413077292,8.253558805883833,6.347407033976717,22.597966068756694
71,13.024326217420757,8.737845149614708,5.999346249451863,22.63280211073492
72,11.139744465474996,8.935982027622865,5.970351042746833,23.011488183458454
73,12.378116941965608,8.668607981483678,6.242629214636758,23.041017665270207
74,7.796078277545774,9.03373491628186,6.96510403931088,23.039726470436573
75,10.821902504375226,8.010719467016429,7.0313976685324855,23.187439375782784
76,9.671223686602655,9.04300660308282,7.770163282753826,23.47395033050059
77,8.887519363382536,8.714600938880901,7.2262732061348505,23.641769750379638
78,8.916190271950557,8.926771730305957,8.278666670400627,23.63945869347831
79,6.526141434444318,8.904069075280844,7.990798008100292,23.972006169982404
80,8.048277304593613,8.322704081918294,7.93739245055325,23.677995264385636
81,8.45499953892144,9.004155353371841,7.583629142896297,24.45665835772408
82,9.488850254004971,9.321997506396396,6.776681278161297,24.248004153125812
83,7.492685990989806,9.491786031524615,6.8846346870527295,24.56066858038808
84,7.289393364516505,9.050686919502702,6.559449238530171,24.62149793621407
85,7.766192148846587,9.050333569165101,6.142339244771614,24.479484388613496
86,9.429112466747283,9.218783447650955,5.804171610162649,24.931012767999192
87,9.153180605074738,9.642264790838347,5.9105590499846326,25.187914329620114
88,8.656766510081356,9.461922548989573,6.239125141429729,25.18727801250619
89,10.09744405147784,9.208312916805015,6.76296338253722,25.388534257047596
90,10.097077549348038,9.662594618238645,7.159050608373108,25.547568450931053
91,11.384468372168408,9.471909363605851,7.066614206754949,25.735750841247302
92,10.111420192274245,9.598458448810408,7.855060390071094,25.82362934984285
93,10.847908357987176,9.483040052252562,7.722404211919948,25.906108585567953
94,11.09418149782263,9.692094840129288,8.069568194202933,25.90171443664674
95,10.26853585943676,9.396074310506169,7.756403563691774,26.31042460863709
96,12.198233309654883,9.259972445089371,7.625003153572459,26.364326241775895
97,12.250099062916435,10.000751509219894,6.909167981062491,26.362147903893334
98,11.994157247379007,10.184066128625137,6.596018269401642,26.651582901879625
99,11.66752589921516,9.953613407760278,6.606838119645349,26.879727741081908
100,10.316680065518462,9.856823565864543,6.362768703691832,26.853342645287974
101,11.065644328189432,9.607099133274392,5.99469442460155,27.197766220895105
102,10.832855988058178,10.111294045085213,6.021023351753085,27.420982680618113
103,10.011196016929986,9.982589227129516,5.9204253976885015,27.67495648741096
104,10.254537669969507,9.879397618568488,6.6855953498774,27.578589605701126
105,10.404050856814541,10.153339934281995,7.0645016257101,27.83215148858401
106,11.47036251957501,10.325882396218491,7.3214362702148135,27.93057775849079
107,9.361104526680242,10.92812280196264,7.612188539065847,28.21871369727836
108,9.08197988613782,10.614841189696508,8.002727685753557,28.119960764886734
109,8.439264433279048,10.559573044528431,8.212081422169993,28.2889114583991
110,6.34917797713208,10.452430875057521,8.05216914871991,28.411879244058383
111,8.071373091960476,9.945187508518734,7.698589420295788,28.71783150617216
112,8.07118641920448,10.435726756495571,6.992388581899055,28.957015796345583
113,10.474198321748739,10.756380040697024,6.313022429902248,28.943708546498527
114,7.90552600262857,11.431188914044306,6.285336911930493,29.150979689522988
115,8.569496534764736,10.6742437192066,6.167716645919692,28.962817617007364
116,8.47899857933997,11.209774959484571,6.323243759516429,29.346824501208335
117,7.655751457795519,10.869461759924997,6.042387588164024,29.446947931645685
118,10.32934952836342,10.474217483704622,6.527867511107399,29.717022172499014
119,10.33610965105125,11.250211084733952,6.5855134996813405,29.946481734005054
120,10.791031947043038,11.340424480725709,6.668951340206928,30.113910033965116
121,9.50643592684078,11.298636625166692,7.6917340065578275,29.97693249117348
122,12.216267597087697,10.683355965729843,8.112940225221646,30.291777672693737
123,9.773719441792664,11.66276118673835,8.051882343010513,30.30683421378688
124,12.073146744755055,10.712630272608415,7.683318783090697,30.665771990909377
125,13.922506433378853,11.613386905761836,8.22280288236865,31.071856254279453
126,10.911576707459618,12.065141494314458,7.259560477882826,30.858034509886156
127,11.422746061133775,11.00810691289492,7.412004114208536,31.001859063010258
128,12.088695155824189,11.35821231729268,7.325138520943387,31.377373451564498
129,11.398637378474108,11.486680960579031,6.01614328669375,31.348409484520978
130,10.181387376502748,11.434234671277363,6.240732219076439,31.51488625056898
131,11.554852625760814,11.133274252409608,6.03475473341208,31.79022091980346
132,10.113266790858845,11.535933226942722,5.968334972015045,31.753982824738298
133,11.287065716786781,11.266953902650423,5.997896310546226,32.03431483647213
134,9.49639914740172,11.94507381094867,6.55106622859188,31.9589032135739
135,11.549934405017542,11.440695196519204,6.597052211245759,32.16100415814923
